sentence	aspect	polarity
(Besides that there should be more restaurants like it around the city).	restaurant general	positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.	food quality	positive
delicious simple food in nice outdoor atmosphere.	ambience general	positive
delicious simple food in nice outdoor atmosphere.	food quality	positive
delicious simple food in nice outdoor atmosphere.	food style options	positive
Kind, attentive wait staff.	service general	positive
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	food quality	positive
My friend devoured her chicken and mashed potatos.	food quality	positive
Delicious crab cakes too.	food quality	positive
Even if the food wasn't this good, the garden is a great place to sit outside and relax.	ambience general	positive
Even if the food wasn't this good, the garden is a great place to sit outside and relax.	food quality	positive
Great neighborhood joint.	restaurant general	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	food quality	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	food style options	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	restaurant general	positive
Their calzones are horrific, bad, vomit-inducing, YUCK.	food quality	negative
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.	food quality	negative
The counter service is bad.	service general	negative
They charge different prices all the time.	service general	negative
They're rude at times, and not very friendly.	service general	negative
NO PIZZA 33 for me!	restaurant general	negative
Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food quality	negative
The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	food quality	negative
The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	food style options	negative
The sandwiches are dry, tasteless and way overpriced.	food prices	negative
The sandwiches are dry, tasteless and way overpriced.	food quality	negative
Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	ambience general	negative
